29791-255373,Mary Rivera,Toulouse,FR,Mary Rivera
17740-94024,Richard Kicker,Wheat Ridge,US,Richard Kicker
21128-208304,Sheldon Carbo,Cusco,PE,Sheldon Carbo
29954-253364,Barbara Pilkington,Maryville,US,Barbara Pilkington
2664-249268,Tom Campbell,Noblesville,US,Tom Campbell
28727-250108,Lucille Stanier,Corte Madera,US,Lucille Stanier
16188-131404,Paul Arellano,Corte Madera,US,Paul Arellano
517-461,Mary Mims,Corte Madera,US,Mary Mims
7144-104152,Gerald Clemente,Huntington,US,Gerald Clemente
8850-91100,Luis Marchan,Huntington,US,Luis Marchan
25515-241175,Laura White,Vadnais Heights,US,Laura White
73919-121744,Ellis Woodyard,Loganville,US,Ellis Woodyard
9981-97651,Amie Rosales,Loganville,US,Amie Rosales
3220-1162,Katy Lockwood,Yakima,US,Katy Lockwood
9680-97679,King Laberge,Yakima,US,King Laberge
74885-97830,Mildred Dwyer,Yakima,US,Mildred Dwyer
74931-101204,Jackie Stansel,Yakima,US,Jackie Stansel
3407-83085,Donald Tate,Yakima,US,Donald Tate
3370-56519,Clement Horton,Yakima,US,Clement Horton
73860-106065,Foster Coleman,Sierra Vista,US,Foster Coleman
7624-31063,Joey Strickland,Westbury,US,Joey Strickland
76428-97523,Lori Corbin,Westbury,US,Lori Corbin
47704-258586,Anna Goodyear,Dorval,CA,Anna Goodyear
72385-5765,Luella Whitis,Dorval,CA,Luella Whitis
8949-94106,John Smith,The Villages,US,John Smith
79505-102505,Yanira Sergio,Plano,US,Yanira Sergio
47277-256127,Kenneth Milian,Plano,US,Kenneth Milian
9928-97417,Claude Nadeau,Plano,US,Claude Nadeau
73846-106201,Lisa Poteet,Plano,US,Lisa Poteet
6250-1091,King Laberge,Plano,US,King Laberge
9993-99349,Patrick Bouyer,Plano,US,Patrick Bouyer
6335-10732,Ernestine Li,Plano,US,Ernestine Li
74767-101982,Michelle Brisson,Plano,US,Michelle Brisson
679-1363,Eugene Mack,Plano,US,Eugene Mack
28211-249868,Rosemarie Eland,Plano,US,Rosemarie Eland
6404-33180,Bill Dotson,Plano,US,Bill Dotson
6411-29237,Mary Welsh,Plano,US,Mary Welsh
9574-96874,Mary White,Plano,US,Mary White
6349-17434,Booker Spires,Plano,US,Booker Spires
6579-65260,Daniel Marino,Plano,US,Daniel Marino
79226-95137,Angela Peak,Plano,US,Angela Peak
6334-4937,Sandra Atterberry,Plano,US,Sandra Atterberry
6323-5611,Kenneth Terry,Plano,US,Kenneth Terry
11250-103920,Merry Pitt,Destin,US,Merry Pitt
8558-75466,Jim Appling,Destin,US,Jim Appling
7813-74601,Beverley Glover,Hauppauge,US,Beverley Glover
19164-169105,James Fairbanks,Chestermere,CA,James Fairbanks
74688-96475,Barbara Ramirez,Chestermere,CA,Barbara Ramirez
16179-165745,Daniel Etheridge,Santo Andre,BR,Daniel Etheridge
15027-155145,Tricia Sands,Antiguo Cuscatlan,SV,Tricia Sands
12996-155144,James Rodriguez,Antiguo Cuscatlan,SV,James Rodriguez
6799-81361,Gretchen Hite,Soledad,US,Gretchen Hite
10695-102080,Michael Higgins,Prineville,US,Michael Higgins
7242-705,Michael Saunders,Kingstowne,US,Michael Saunders
10980-101854,John Hayes,Katy,US,John Hayes
20229-197304,Thomas Kinney,Katy,US,Thomas Kinney
11657-100311,Melissa Prado,Katy,US,Melissa Prado
76203-90364,Robert Williams,Katy,US,Robert Williams
49336-254298,Archie James,Katy,US,Archie James
6419-33739,Joel Garza,Katy,US,Joel Garza
74541-59139,Helen Borghoff,Katy,US,Helen Borghoff
17692-174324,Brooke Edwards,Katy,US,Brooke Edwards
6234-686,Raul Harris,Katy,US,Raul Harris
73899-92962,Christine Wicker,Katy,US,Christine Wicker
29813-248913,Nathanael Dejesus,Katy,US,Nathanael Dejesus
26003-235305,Linda Meador,Katy,US,Linda Meador
13152-152234,Althea James,Clayton,US,Althea James
2379-9732,Kenneth Freund,Clayton,US,Kenneth Freund
19321-195825,Margaret Roth,Clayton,US,Margaret Roth
10390-100531,Susan Curtis,Clayton,US,Susan Curtis
74445-73693,Mack Plante,Clayton,US,Mack Plante
4774-104085,Charlotte Silk,Orangeville,CA,Charlotte Silk
72710-33981,Peggy Finney,Ellensburg,US,Peggy Finney
74696-97826,Ariana Durr,Ellensburg,US,Ariana Durr
3227-1275,Ella Book,Ellensburg,US,Ella Book
20762-207866,Raul Harris,Seguin,US,Raul Harris
6787-79160,Sabine Nunmaker,Bell Gardens,US,Sabine Nunmaker
79460-98027,Gary Smith,Cypress,US,Gary Smith
74529-48919,Paul Arellano,Cypress,US,Paul Arellano
29006-236927,Justin Klauer,Cypress,US,Justin Klauer
14651-118844,Ann Hendrix,Cypress,US,Ann Hendrix
76293-90360,Althea James,Cypress,US,Althea James
10297-96582,George Satterthwaite,Cypress,US,George Satterthwaite
19834-195005,Courtney Limberg,Cypress,US,Courtney Limberg
6379-26927,Rosemarie Eland,Garland,US,Rosemarie Eland
9668-94183,Raul Kennedy,Garland,US,Raul Kennedy
9932-98929,Dennis Reno,Garland,US,Dennis Reno
6406-177864,Tiara Smittle,Garland,US,Tiara Smittle
11536-104610,Cindi Parks,Cedarhurst,US,Cindi Parks
17883-176424,Maude Payne,Kuching,MY,Maude Payne
32256-108271,Anne Johnson,Kuching,MY,Anne Johnson
31798-111244,Deanna Hackwell,Kuching,MY,Deanna Hackwell
2333-4740,Connie Gould,Rocky River,US,Connie Gould
3164-143230,Daniel Etheridge,Mersin,TR,Daniel Etheridge
79414-101834,Margaret Roth,Morris Plains,US,Margaret Roth
26807-245687,Mary Mink,Espoo,FI,Mary Mink
5669-4251,Florence Nelson,San Francisco,US,Florence Nelson
47471-256465,Robert Doney,San Francisco,US,Robert Doney
531-475,Charlie Mendoza,San Francisco,US,Charlie Mendoza
6937-73142,Diana Rhodes,San Francisco,US,Diana Rhodes
10219-98551,Kenneth Milian,San Francisco,US,Kenneth Milian
24218-233045,Chad Glover,San Francisco,US,Chad Glover
11239-103904,Diane Hollister,San Francisco,US,Diane Hollister
10891-85603,Albert Oliver,San Francisco,US,Albert Oliver
9216-9393,Marshall Oldenkamp,San Francisco,US,Marshall Oldenkamp
533-478,Georgia Baker,San Francisco,US,Georgia Baker
5486-668,Phyllis Shaffer,San Francisco,US,Phyllis Shaffer
9213-9395,Candida Eidson,San Francisco,US,Candida Eidson
5510-992,Nila Anderson,San Francisco,US,Nila Anderson
74151-24429,Steven Lau,San Francisco,US,Steven Lau
5431-1144,Richard Gonzales,San Francisco,US,Richard Gonzales
28316-250007,Piper Brown,San Francisco,US,Piper Brown
9212-9394,Myron Crum,San Francisco,US,Myron Crum
74816-73618,David Carrell,San Francisco,US,David Carrell
72129-4029,Constance Dowell,San Francisco,US,Constance Dowell
5649-1926,Andrea Gullion,San Francisco,US,Andrea Gullion
9221-9400,James Bonnet,San Francisco,US,James Bonnet
79770-123324,Andrew Ketcher,San Francisco,US,Andrew Ketcher
18113-165906,Andrew Ketcher,San Francisco,US,Andrew Ketcher
9743-98200,Tanya Amaker,San Francisco,US,Tanya Amaker
5752-12495,Sommer Muriel,San Francisco,US,Sommer Muriel
525-469,Sommer Muriel,San Francisco,US,Sommer Muriel
74482-94458,Frederick Richardson,San Francisco,US,Frederick Richardson
10347-100168,Richard Sydow,San Francisco,US,Richard Sydow
14393-110285,James Hayek,San Francisco,US,James Hayek
5404-1241,Tammie Denniston,San Francisco,US,Tammie Denniston
5464-1026,George West,San Francisco,US,George West
5405-666,Mattie Graham,San Francisco,US,Mattie Graham
22432-206704,Drew Moore,San Francisco,US,Drew Moore
6765-73139,Drew Moore,San Francisco,US,Drew Moore
28323-250038,Ardis Cleek,San Francisco,US,Ardis Cleek
70325-120031,Joshua Ahart,San Francisco,US,Joshua Ahart
14540-119825,Joshua Ahart,San Francisco,US,Joshua Ahart
70033-129847,Kelly Shafer,San Francisco,US,Kelly Shafer
15293-157605,Adam Pierce,San Francisco,US,Adam Pierce
75804-97411,Connie Gould,San Francisco,US,Connie Gould
5395-1145,Jeffery Madhavan,San Francisco,US,Jeffery Madhavan
6927-229344,Leah Gillis,San Francisco,US,Leah Gillis
2997-85880,Juan Campbell,San Francisco,US,Juan Campbell
5945-35560,n,San Francisco,US,n
5757-13320,Harriet Crespino,San Francisco,US,Harriet Crespino
9211-249564,Roger Hendrickson,San Francisco,US,Roger Hendrickson
6677-73184,Sammy Parker,San Francisco,US,Sammy Parker
74242-24470,Tara Hemmen,San Francisco,US,Tara Hemmen
5625-1027,Debbie Mcdaniel,San Francisco,US,Debbie Mcdaniel
611-409,Florencio Allred,San Francisco,US,Florencio Allred
532-477,Bert Williams,San Francisco,US,Bert Williams
17517-174624,Zelda Claar,San Francisco,US,Zelda Claar
18040-190264,Gerald Grant,San Francisco,US,Gerald Grant
5851-27487,Ronald Guerra,San Francisco,US,Ronald Guerra
79532-102919,Amos Watson,San Francisco,US,Amos Watson
5836-13469,Nicholas Ali,San Francisco,US,Nicholas Ali
5271-845,Kenneth Terry,San Francisco,US,Kenneth Terry
20181-203487,Lois Lyvers,Cortez,US,Lois Lyvers
29836-255024,Piper Brown,Seal Beach,US,Piper Brown
378-203,Jordan Anderson,Redmond,US,Jordan Anderson
79333-101222,Eldon Lones,Redmond,US,Eldon Lones
9938-94487,Joan Pauling,Redmond,US,Joan Pauling
349-74803,Thelma Rice,Redmond,US,Thelma Rice
74359-27227,Susan Spaulding,Redmond,US,Susan Spaulding
369-247,Marjorie Tuplano,Redmond,US,Marjorie Tuplano
3332-26387,Cassie Swenson,Redmond,US,Cassie Swenson
73692-104218,Linda Richburg,Redmond,US,Linda Richburg
18887-189364,Cassie Adams,Gettysburg,US,Cassie Adams
48516-263624,Constance Dowell,Wroclaw,PL,Constance Dowell
76860-116533,Sabrina Bouwkamp,Belleville,US,Sabrina Bouwkamp
4358-2079,Helen Bell,Belleville,CA,Helen Bell
23882-231808,Tammie Denniston,Belleville,US,Tammie Denniston
15039-137328,Beverley Glover,Belleville,US,Beverley Glover
47509-257827,Willie Phung,Eagan,US,Willie Phung
2619-53139,Ida Thomason,Eagan,US,Ida Thomason
20688-204064,James Legions,Eagan,US,James Legions
72751-75860,Sarah Robertson,Grand Haven,US,Sarah Robertson
22602-222605,Kenneth Johannsen,Glenpool,US,Kenneth Johannsen
72449-8937,Amelia Horvath,Beckley,US,Amelia Horvath
9846-98601,Cassandra Soden,West Babylon,US,Cassandra Soden
16716-169266,Katherine Guest,Gothenburg,SE,Katherine Guest
30763-99077,Florence Nelson,Guadalajara,MX,Florence Nelson
24644-238588,Blanche Joyce,Guadalajara,MX,Blanche Joyce
30715-99043,Irene Charpia,Guadalajara,MX,Irene Charpia
38154-99071,Carol Corral,Guadalajara,MX,Carol Corral
30817-99269,Ann Hendrix,Guadalajara,MX,Ann Hendrix
31682-105092,James Fairbanks,Guadalajara,MX,James Fairbanks
31192-103808,Gerald Clemente,Guadalajara,MX,Gerald Clemente
31837-116906,Veronica Centeno,Guadalajara,MX,Veronica Centeno
32210-119602,Timothy Bailey,Guadalajara,MX,Timothy Bailey
38144-96427,James Bonnet,Guadalajara,MX,James Bonnet
38137-96291,Glenda Ray,Guadalajara,MX,Glenda Ray
32536-119565,Helen Borghoff,Guadalajara,MX,Helen Borghoff
28167-249490,Eartha Rhoads,Guadalajara,MX,Eartha Rhoads
1971-96037,Linda Stice,Guadalajara,MX,Linda Stice
16371-170364,Luis Arsenault,Guadalajara,MX,Luis Arsenault
32208-108347,Edward Rogers,Guadalajara,MX,Edward Rogers
25503-236935,William Alvear,Guadalajara,MX,William Alvear
28014-249484,Hattie Armon,Guadalajara,MX,Hattie Armon
38145-96722,Alfredo Turner,Guadalajara,MX,Alfredo Turner
31681-112524,James Romero,Guadalajara,MX,James Romero
38143-97351,Myrtle Mangiafico,Guadalajara,MX,Myrtle Mangiafico
18848-196004,Myrtle Mangiafico,Guadalajara,MX,Myrtle Mangiafico
32388-127146,Edward Taylor,Guadalajara,MX,Edward Taylor
26301-244259,Ethel Shull,Guadalajara,MX,Ethel Shull
28016-249494,Amos Watson,Guadalajara,MX,Amos Watson
47908-92924,Mary Walker,Grand Junction,US,Mary Walker
23845-232871,Rosemarie Eland,Grand Junction,US,Rosemarie Eland
11477-104016,Dorothy Wheeler,Grand Junction,US,Dorothy Wheeler
74330-81880,Matthew Mcgeeney,Grand Junction,US,Matthew Mcgeeney
10676-101244,Richard Kicker,Grand Junction,US,Richard Kicker
30612-100397,Madonna Bethea,Nagaoka,JP,Madonna Bethea
31660-117269,Joe Richardson,Nagaoka,JP,Joe Richardson
30524-93318,Jose Wind,Kyoto,JP,Jose Wind
23055-227407,Ruby Capers,Kyoto,JP,Ruby Capers
30089-13402,Donald Martin,Kyoto,JP,Donald Martin
21975-216645,Ida Chery,Kyoto,JP,Ida Chery
15416-161246,John Gustafson,Kyoto,JP,John Gustafson
1829-137742,Mona Winston,Kyoto,JP,Mona Winston
25552-241529,Darlene Wiens,Kyoto,JP,Darlene Wiens
30064-12102,Thelma Rice,Kyoto,JP,Thelma Rice
30184-30759,George Satterthwaite,Kyoto,JP,George Satterthwaite
30102-18582,Catherine Meng,Kyoto,JP,Catherine Meng
30219-44100,Stephen Hammonds,Kyoto,JP,Stephen Hammonds
15361-155464,John Nicholson,Kyoto,JP,John Nicholson
30262-53559,Michael Lee,Kyoto,JP,Michael Lee
30545-95164,Meghan Carmona,Kyoto,JP,Meghan Carmona
24609-238414,Megan Klein,Kyoto,JP,Megan Klein
19718-200304,Joan Starrett,Kyoto,JP,Joan Starrett
27804-248768,Bradly Fisher,Kyoto,JP,Bradly Fisher
13407-106853,Nila Anderson,Dalton,US,Nila Anderson
79479-99189,Travis Ostrowski,Dalton,US,Travis Ostrowski
27255-243845,Donna Mcloughlin,Hexham,GB,Donna Mcloughlin
47505-254610,Rosaura Boggs,Hashima,JP,Rosaura Boggs
33249-175325,Vicki Ramirez,Marilao,PH,Vicki Ramirez
16819-174444,Edward Baltimore,Marilao,PH,Edward Baltimore
10925-102633,Christina Goodson,Colonial Heights,US,Christina Goodson
21139-209284,Mariano Nein,Easley,US,Mariano Nein
12565-96660,Joseph Strayhorn,Bexleyheath,GB,Joseph Strayhorn
4112-142169,Mack Plante,Levis,CA,Mack Plante
4435-70260,Rose Decker,Coquitlam,CA,Rose Decker
4655-100369,Timothy Herren,Coquitlam,CA,Timothy Herren
4499-91240,Jody Cook,Coquitlam,CA,Jody Cook
136-169,Irene Olivia,Coquitlam,CA,Irene Olivia
16715-170124,Paul Vicente,Coquitlam,CA,Paul Vicente
167-20,Benjamin Walker,Coquitlam,CA,Benjamin Walker
28369-249943,Marc Wilson,Frisco,US,Marc Wilson
10922-100606,Christopher Duncan,Frisco,US,Christopher Duncan
6355-22782,Sandra Simon,Frisco,US,Sandra Simon
13818-107963,Herbert Bishop,Frisco,US,Herbert Bishop
28182-250433,William Anderson,Frisco,US,William Anderson
74335-82182,Troy Rowell,Frisco,US,Troy Rowell
76824-110963,Tiara Smittle,Frisco,US,Tiara Smittle
5372-165565,Jaime Stockman,Frisco,US,Jaime Stockman
6796-57099,Beverley Glover,Frisco,US,Beverley Glover
19785-201747,Mary Rivera,Frisco,US,Mary Rivera
22717-216884,Linda Stice,Auburn Hills,US,Linda Stice
18953-194329,Ellen Deering,Auburn Hills,US,Ellen Deering
72571-98062,Eli Bender,Asheville,US,Eli Bender
27436-242685,Roger Hendrickson,Asheville,US,Roger Hendrickson
2862-83232,Margaret Martin,Asheville,US,Margaret Martin
11420-105384,Jacob Wolf,Asheville,US,Jacob Wolf
19919-202925,Robert Parker,Asheville,US,Robert Parker
8576-82240,Jo Bowlin,Weston,US,Jo Bowlin
8380-12122,Richard Walker,Weston,US,Richard Walker
8236-995,Amy Mccurdy,Weston,US,Amy Mccurdy
17501-182565,Nancy Veal,Hyde,GB,Nancy Veal
6890-242128,Lorraine Vinson,Ennis,US,Lorraine Vinson
6715-59899,Barbara Drury,Granite Bay,US,Barbara Drury
17861-179165,Joel Garza,Granite Bay,US,Joel Garza
11408-105411,Wade Hughes,Port Charlotte,US,Wade Hughes
14313-114584,Mildred Dwyer,Port Charlotte,US,Mildred Dwyer
76152-89122,Mitchell Carbone,Port Charlotte,US,Mitchell Carbone
17809-180288,Nora Webb,'s-Hertogenbosch,NL,Nora Webb
28395-250694,Virginia Ludwig,Wilmslow,GB,Virginia Ludwig
833-2032,Matthew Little,Peabody,US,Matthew Little
2765-92704,Sheryl Starr,Peabody,US,Sheryl Starr
22303-219806,Antonia Thompson,Brookhaven,US,Antonia Thompson
31834-125764,Connie Dingus,Kakamigahara,JP,Connie Dingus
74825-97833,Frank Brixey,Des Moines,US,Frank Brixey
25233-239986,Phyllis Shaffer,Des Moines,US,Phyllis Shaffer
79331-95685,Christine Wade,Des Moines,US,Christine Wade
2680-78883,William Hanes,Des Moines,US,William Hanes
10556-97944,Ivan Wortman,Des Moines,US,Ivan Wortman
75434-103674,Anne Johnson,Des Moines,US,Anne Johnson
25421-240992,Beverley Glover,Doncaster,GB,Beverley Glover
12904-137732,Carl Rodriguez,Bromley,GB,Carl Rodriguez
12088-11316,Ryan Slater,Bromley,GB,Ryan Slater
30702-101569,Roger Scott,Seremban,MY,Roger Scott
10256-97305,Michael Saunders,Colton,US,Michael Saunders
23108-221044,Earl Wells,Colton,US,Earl Wells
4177-146407,Thomas Nichols,Morehead,US,Thomas Nichols
6298-1753,Patrick Bouyer,New Orleans,US,Patrick Bouyer
75949-10687,Carol Corral,New Orleans,US,Carol Corral
22647-212964,William Vela,New Orleans,US,William Vela
16183-100139,Frances Mayfield,New Orleans,US,Frances Mayfield
27890-247967,Mack Plante,New Orleans,US,Mack Plante
11725-105706,Roberta Cruz,New Orleans,US,Roberta Cruz
9141-152275,Margaret Roth,Hampshire,GB,Margaret Roth
9153-152276,Connie Dingus,Hampshire,GB,Connie Dingus
5818-18699,Ida Chery,Milpitas,US,Ida Chery
6476-60519,Roland Mancini,Milpitas,US,Roland Mancini
23107-210085,Helen Bell,Milpitas,US,Helen Bell
6758-78660,Sabra Smith,Milpitas,US,Sabra Smith
5962-44907,Louise Fallis,Milpitas,US,Louise Fallis
79582-104979,Frank Mathwich,Milpitas,US,Frank Mathwich
74750-97800,Kimberly Lee,Stony Plain,CA,Kimberly Lee
79350-98317,Lois Lyvers,Darnestown,US,Lois Lyvers
76206-88844,Nora Webb,Coon Rapids,US,Nora Webb
10243-100340,Jane Walther,Warren,US,Jane Walther
10076-99456,Joshua Yeadon,Warren,US,Joshua Yeadon
3877-144971,Sophie Schafer,Warren,US,Sophie Schafer
7545-8306,Lorraine Rodriguez,Warren,US,Lorraine Rodriguez
22471-220904,Mary Lang,Craig,US,Mary Lang
11721-106231,Frances Mayfield,North Riverside,US,Frances Mayfield
14494-104451,Timothy Herren,East Point,US,Timothy Herren
4519-81741,Donald Martin,St. Albert,CA,Donald Martin
4330-1870,Kenneth Freund,St. Albert,CA,Kenneth Freund
4995-137685,Deborah Thornton,St. Albert,CA,Deborah Thornton
23363-229224,Amy Mccurdy,St. Albert,CA,Amy Mccurdy
76754-108136,Jose Wind,Tampa,US,Jose Wind
47490-252405,Marc Wilson,Tampa,US,Marc Wilson
8437-15873,Frank Brixey,Tampa,US,Frank Brixey
8457-46799,Janet Welty,Tampa,US,Janet Welty
8277-1716,Anna Cordova,Tampa,US,Anna Cordova
8312-5448,Darlene Wiens,Tampa,US,Darlene Wiens
20663-200072,Linnea Mitchell,Tampa,US,Linnea Mitchell
47438-252406,Gloria Owen,Tampa,US,Gloria Owen
29630-252407,Lester Kuhr,Tampa,US,Lester Kuhr
75904-97613,Tom Campbell,Tampa,US,Tom Campbell
15732-158664,Brenda Canter,Tampa,US,Brenda Canter
20080-202872,Jonathan Brown,Tampa,US,Jonathan Brown
8299-3089,Helene Goddard,Tampa,US,Helene Goddard
9737-96123,Jennifer Keith,Tampa,US,Jennifer Keith
75205-92860,Julio Hansen,Tampa,US,Julio Hansen
76807-108137,Marcy Souder,Tampa,US,Marcy Souder
27628-236910,Kay Marsh,Tampa,US,Kay Marsh
28348-249749,Karla Boyd,Tampa,US,Karla Boyd
23365-229724,Richard Moten,Bucharest,RO,Richard Moten
24706-238686,Bonnie Wilbanks,Bucharest,RO,Bonnie Wilbanks
48955-265966,Eldon Lones,Bucharest,RO,Eldon Lones
31666-109309,Eldon Lones,Bucharest,RO,Eldon Lones
18801-172611,Carl Champagne,Bucharest,RO,Carl Champagne
24028-235107,Jeffery Madhavan,Bucharest,RO,Jeffery Madhavan
25469-241153,Kay Marsh,Bucharest,RO,Kay Marsh
48130-261545,Daniel Marino,Bucharest,RO,Daniel Marino
32491-129568,Scott Groome,Bucharest,RO,Scott Groome
2156-136866,Frank Mathwich,Bucharest,RO,Frank Mathwich
608-323,Rosaura Boggs,San Carlos,US,Rosaura Boggs
14608-126527,Georgia Baker,San Carlos,US,Georgia Baker
16132-157726,Jerry Shrader,San Clemente,US,Jerry Shrader
5430-1338,Clement Horton,San Clemente,US,Clement Horton
670-430,William Bryant,San Clemente,US,William Bryant
73531-36439,Robert Kaufman,San Clemente,US,Robert Kaufman
70301-133504,Noma Hanavan,Muncie,US,Noma Hanavan
9434-96389,Esther Abeles,Muncie,US,Esther Abeles
1866-143385,Barbara Ramirez,Inazawa,JP,Barbara Ramirez
20790-208086,Mildred Dwyer,Owatonna,US,Mildred Dwyer
8922-95305,Stanford Morgan,Owatonna,US,Stanford Morgan
5978-48599,John Hayes,Monterey,US,John Hayes
601-267,Bill Dotson,Monterey,US,Bill Dotson
23426-155691,Kimberly Lee,Monterey,US,Kimberly Lee
16079-155689,Harold Reyes,Monterey,US,Harold Reyes
10810-101571,Anna Smith,Los Alamitos,US,Anna Smith
5855-27407,James Legions,Healdsburg,US,James Legions
4318-249544,Robert Jensen,Scarborough,CA,Robert Jensen
4803-97529,Joseph Strayhorn,Scarborough,CA,Joseph Strayhorn
21266-199788,Esther Abeles,Scarborough,US,Esther Abeles
7631-12459,Frank Brixey,Herndon,US,Frank Brixey
74698-67240,Timothy Bailey,Herndon,US,Timothy Bailey
9937-98459,Judith Spencer,Herndon,US,Judith Spencer
7606-26508,Robert Thomas,Herndon,US,Robert Thomas
10442-100255,Barbara Ramirez,Key Largo,US,Barbara Ramirez
11070-102865,Joshua Yeadon,Colleyville,US,Joshua Yeadon
75161-75060,Pamela Plunkett,Camden,US,Pamela Plunkett
22596-222524,Lola Cauthen,Brooklyn,US,Lola Cauthen
9368-96106,Tracy Owenby,Brooklyn,US,Tracy Owenby
2509-24987,Steven Lau,Brooklyn,US,Steven Lau
17727-179364,Lori Paxson,Brooklyn,US,Lori Paxson
76240-90427,Scott Paul,Brooklyn,US,Scott Paul
23266-228865,Andrew Ketcher,Brooklyn,US,Andrew Ketcher
7358-1369,Lester Landry,Brooklyn,US,Lester Landry
7441-1994,Kristeen Myers,Brooklyn,US,Kristeen Myers
7595-14074,Vicki Ramirez,Brooklyn,US,Vicki Ramirez
23267-228864,Katherine White,Brooklyn,US,Katherine White
15847-160724,Wayne Allen,Brooklyn,US,Wayne Allen
844-169565,Thomas Black,Brooklyn,US,Thomas Black
19554-200744,Donna Pfeifer,Brooklyn,US,Donna Pfeifer
